name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
BATA Women's Kafi Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/71XsK-tzvRS._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Brown-Slipper-6-5724614/dp/B091Q74F5N/ref=sr_1_1?qid=1679211495&s=shoes&sr=1-1,3.9,"3,778",₹323,₹599
DOCTOR EXTRA SOFT Doctor Ortho Slippers for Women.,women's shoes,Shoes,https://m.media-amazon.com/images/I/51dMc66bcZL._AC_UL320_.jpg,https://www.amazon.in/DOCTOR-EXTRA-SOFT-Orthopaedic-D-18/dp/B09D8BQM7C/ref=sr_1_2?qid=1679211495&s=shoes&sr=1-2,4.0,"46,986",₹399,₹599
BATA womens Ortho Comfit Ladies Flip-Flops,women's shoes,Shoes,https://m.media-amazon.com/images/I/716iF5ATTbL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Comfit-Flip-Flops-5-5775999/dp/B07YGMXGFM/ref=sr_1_3?qid=1679211495&s=shoes&sr=1-3,4.3,"7,353",₹176,₹299
Campus Women's Alexa Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/61MGVjbYydL._AC_UL320_.jpg,https://www.amazon.in/Campus-Womens-Running-Shoes-7-5G-663/dp/B07SYPMHB7/ref=sr_1_4?qid=1679211495&s=shoes&sr=1-4,4.2,"7,143",₹883,"₹1,699"
ASIAN Women's Trendy-21 Casual Sneaker Colour Changing Shoes with Extra Cushion Lightwight Lace-Up Shoes for Women's & Girl's,women's shoes,Shoes,https://m.media-amazon.com/images/I/61M45eURF2L._AC_UL320_.jpg,https://www.amazon.in/ASIAN-Trendy-21-Sneaker-Changing-Lightwight/dp/B0BJF9BT6T/ref=sr_1_5?qid=1679211495&s=shoes&sr=1-5,3.6,393,₹699,₹999
BATA womens Ortho Lds Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/5126nBsWieL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Ortho-Slipper-6-5719573/dp/B09W5XJT55/ref=sr_1_6?qid=1679211495&s=shoes&sr=1-6,4.1,828,₹323,₹599
Daily Use Slippers For Women/Bathroom Slippers/Home Slippers/All day wear FL-427,women's shoes,Shoes,https://m.media-amazon.com/images/I/51-2tM1l6rL._AC_UL320_.jpg,https://www.amazon.in/Daily-Slippers-Bathroom-FL-427-numeric_5/dp/B0BTLXG4JS/ref=sr_1_7?qid=1679211495&s=shoes&sr=1-7,3.8,16,₹325,₹349
Sichumaria Anti-Wrinkle Shoes Flod Protectors Toe Box Defloder Shoes Flod Guards for Sneaker and Casual Shoes Soft Materia...,women's shoes,Shoes,https://m.media-amazon.com/images/I/41mShz1CCaL._AC_UL320_.jpg,https://www.amazon.in/Sichumaria-Anti-Wrinkle-Protectors-Defloder-Indentation/dp/B0B14HTLSD/ref=sr_1_8?qid=1679211495&s=shoes&sr=1-8,3.6,127,₹238,₹999
BATA Women's Vintage Th Flip Flop,women's shoes,Shoes,https://m.media-amazon.com/images/I/81GRO9WnsXL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Vintage-Slippers-6-5511823/dp/B079YD4YRD/ref=sr_1_9?qid=1679211495&s=shoes&sr=1-9,3.9,"1,892",₹294,₹499
FLITE Women's Fl0366l Slippers,women's shoes,Shoes,https://m.media-amazon.com/images/I/41FbMy53C5L._AC_UL320_.jpg,https://www.amazon.in/FLITE-Womens-Navy-Slippers-5-FL0366L_NVPK0005/dp/B07YFWG1FC/ref=sr_1_10?qid=1679211495&s=shoes&sr=1-10,4.1,"1,541",₹239,₹299
Sparx Womens Sx0167l Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/71QFQa8IqaL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Womens-Running-Shoes-7-SX0167L_BKLP0007/dp/B08JVZ7J11/ref=sr_1_11?qid=1679211495&s=shoes&sr=1-11,4.3,"5,294",₹940,"₹1,099"
Red Tape Women's Walking Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/51TDrJ0WFYL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Womens-Walking-Shoes-6/dp/B0B8VDD81L/ref=sr_1_12?qid=1679211495&s=shoes&sr=1-12,4.2,79,"₹1,215","₹4,899"
Campus Women's Sd-062 Outdoor Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/518Aj7zNVmL._AC_UL320_.jpg,https://www.amazon.in/Campus-Womens-Mauve-OFFWHT-Outdoor-Sandals/dp/B08FBD4WJB/ref=sr_1_13?qid=1679211495&s=shoes&sr=1-13,3.4,"1,786",₹421,₹649
FLITE womens Fl0291l Flip-Flop,women's shoes,Shoes,https://m.media-amazon.com/images/I/41og+B4-q-L._AC_UL320_.jpg,https://www.amazon.in/FLITE-Womens-Multicolour-Flip-Flops-6-FL0291L/dp/B07DRTXS9K/ref=sr_1_14?qid=1679211495&s=shoes&sr=1-14,4.1,"5,652",₹294,₹349
BATA Womens Felice Espadrilles,women's shoes,Shoes,https://m.media-amazon.com/images/I/71iLndmNWEL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Felice-Espadrilles-5-5513631/dp/B07QD9X75V/ref=sr_1_15?qid=1679211495&s=shoes&sr=1-15,4.0,"2,758",₹485,₹899
Duosoft House Slipper for Women's Care Dr Orthopaedic Super Comfort Fitting Flat Cushion Chappal Flip-Flop for Ladies and ...,women's shoes,Shoes,https://m.media-amazon.com/images/I/61fkOL-nQjL._AC_UL320_.jpg,https://www.amazon.in/Orthopedic-Flip-Flop-Girls_04omens-Orthopaedic-Girls_06/dp/B0BSL2BZ5F/ref=sr_1_16?qid=1679211495&s=shoes&sr=1-16,3.4,36,₹265.05,₹798
Campus Women's Cristy Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/6188O0UwR-L._AC_UL320_.jpg,https://www.amazon.in/Campus-Womens-Cristy-Running-Shoes/dp/B08JQJBC6V/ref=sr_1_17?qid=1679211495&s=shoes&sr=1-17,4.1,"1,434",₹579,₹699
"DOCTOR EXTRA SOFT Flexible Memory Foam Women's Shoes for Walking Gym Training,Casual, Sports,Slip-On,Lightweight Lace up A...",women's shoes,Shoes,https://m.media-amazon.com/images/I/61OkTushHbL._AC_UL320_.jpg,https://www.amazon.in/DOCTOR-EXTRA-SOFT-Lightweight-D-1003-NAVY-5/dp/B0BWYW7B85/ref=sr_1_18?qid=1679211495&s=shoes&sr=1-18,4.6,85,₹599,₹999
FLITE Women Flip-Flops,women's shoes,Shoes,https://m.media-amazon.com/images/I/61f+onxHaVL._AC_UL320_.jpg,https://www.amazon.in/FLITE-Womens-Flip-Flops-5-India-FL0291L/dp/B07DRVTDRN/ref=sr_1_19?qid=1679211495&s=shoes&sr=1-19,4.2,"15,467",₹289,₹299
"TRASE Women's Fashion Sandals | Light weight, Comfortable & Trendy Flatform Sandals for Girls | Soft Footbed | Casual and ...",women's shoes,Shoes,https://m.media-amazon.com/images/I/61Dxa4I8qmS._AC_UL320_.jpg,https://www.amazon.in/TRASE-Outdoor-Floater-Sandals-Flatform/dp/B0966CBTHW/ref=sr_1_20?qid=1679211495&s=shoes&sr=1-20,3.8,"3,463",₹499,"₹1,699"
